OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Workers_16_and_older,Drove_alone,Carpool,Public_Transportation,Walked,Other_Means,Non_SOV_Commuters,Pct_Non_SOV_Commuters,GlobalID,Shape__Area,Shape__Length
4303,37,119,002003,1,371190020031,Block Group 1,0016235,"Block Group 1, Census Tract 20.03, Mecklenburg County, North Carolina",778,583,88,1,0,0,138,0.17737789,ce474336-2267-4885-8523-98e934583dd2,14304001.0789185,21519.8769647832
4304,37,119,005844,1,371190058441,Block Group 1,0016573,"Block Group 1, Census Tract 58.44, Mecklenburg County, North Carolina",1545,1302,30,69,0,129,147,0.09514563,c2a60b05-bc25-4523-b7cb-e51cd3a8a4ac,23316321.1914673,19833.1073210317
4305,37,119,001801,2,371190018012,Block Group 2,0016193,"Block Group 2, Census Tract 18.01, Mecklenburg County, North Carolina",271,197,6,0,4,5,21,0.07749077,86bf055f-3069-41de-a502-407393ab7d2c,7258220.10968018,16132.9037147898
4306,37,119,006215,2,371190062152,Block Group 2,0016662,"Block Group 2, Census Tract 62.15, Mecklenburg County, North Carolina",1202,1012,71,15,0,0,309,0.25707155,057b9f55-dffd-4225-8b33-9a0f535fdbd6,125577857.913635,50591.7720434948
4307,37,119,006007,1,371190060071,Block Group 1,0016615,"Block Group 1, Census Tract 60.07, Mecklenburg County, North Carolina",1433,1595,107,173,0,0,222,0.15491975,52020786-2245-4726-8bf9-b5158cdd609d,51988493.4102783,33459.5355163436
4308,37,119,005403,1,371190054031,Block Group 1,0016414,"Block Group 1, Census Tract 54.03, Mecklenburg County, North Carolina",1228,1235,182,17,5,0,329,0.26791531,a797d945-5c0f-427c-9c66-3b3bd502cbfc,41798885.1817627,35905.2275800157
4309,37,119,001914,1,371190019141,Block Group 1,0016207,"Block Group 1, Census Tract 19.14, Mecklenburg County, North Carolina",757,472,47,267,0,9,407,0.53764861,1adfc904-043c-4c16-9e98-1627b4fb5e46,21957347.4474487,25961.6463950815
4310,37,119,005523,1,371190055231,Block Group 1,0016453,"Block Group 1, Census Tract 55.23, Mecklenburg County, North Carolina",455,549,10,13,0,0,20,0.04395604,e7cce8d4-e539-4a75-908c-96b25631094e,61786235.8898315,32495.8727247671
4311,37,119,005845,2,371190058452,Block Group 2,0016576,"Block Group 2, Census Tract 58.45, Mecklenburg County, North Carolina",1365,1223,190,83,0,8,314,0.23003663,f5374f1a-3c04-4683-97cb-a76156b2d9d2,41099477.9197998,33032.0956791936
4312,37,119,002200,1,371190022001,Block Group 1,0016245,"Block Group 1, Census Tract 22, Mecklenburg County, North Carolina",713,644,14,35,0,0,51,0.07152875,2aee5092-279d-473f-a494-cb1d4052dc3b,11343296.0516357,15046.7179273149
4313,37,119,002004,1,371190020041,Block Group 1,0016240,"Block Group 1, Census Tract 20.04, Mecklenburg County, North Carolina",612,417,101,14,0,21,310,0.50653595,4fd12396-851d-428c-9578-2d0d0abc9afd,22173277.5142822,20217.9272266388
4314,37,119,003600,2,371190036002,Block Group 2,0016338,"Block Group 2, Census Tract 36, Mecklenburg County, North Carolina",600,501,18,43,15,31,181,0.30166667,a2cea7ad-1616-44b3-b935-895b2672ecd6,12308604.8551025,21121.6396618582
4315,37,119,005618,2,371190056182,Block Group 2,0016483,"Block Group 2, Census Tract 56.18, Mecklenburg County, North Carolina",910,866,88,0,0,7,273,0.3,a8782dc7-62ba-4a9e-9151-aab9e93c3295,12181230.3738403,14680.4688326661
4316,37,119,005509,3,371190055093,Block Group 3,0016422,"Block Group 3, Census Tract 55.09, Mecklenburg County, North Carolina",1327,1530,51,20,16,12,130,0.09796534,1bb9bca7-b507-4cb9-a629-830c455f18e0,20529889.5411987,19600.5759337627
4317,37,119,002200,4,371190022004,Block Group 4,0016248,"Block Group 4, Census Tract 22, Mecklenburg County, North Carolina",1063,836,41,25,0,83,166,0.15616181,70fb9d1a-7b67-4a0f-96ce-777f89055782,15531243.4404907,21126.8735868916
4318,37,119,004200,1,371190042001,Block Group 1,0016369,"Block Group 1, Census Tract 42, Mecklenburg County, North Carolina",215,158,34,13,0,0,105,0.48837209,11df792e-5eb3-4680-b218-44e8f7df029e,7278805.97424316,14404.6918920924
4319,37,119,005519,1,371190055191,Block Group 1,0016443,"Block Group 1, Census Tract 55.19, Mecklenburg County, North Carolina",1248,1190,101,12,0,3,168,0.13461538,b37ef221-a633-49cb-8980-6e360d6d3f8c,18156114.9436646,21408.9548331055
4320,37,119,005620,2,371190056202,Block Group 2,0016487,"Block Group 2, Census Tract 56.20, Mecklenburg County, North Carolina",1788,2043,107,208,10,0,432,0.24161074,b710f93a-b734-4ac3-a28a-6db66ddc8f83,58959828.1948242,37005.5141494905
4321,37,119,001915,1,371190019151,Block Group 1,0016209,"Block Group 1, Census Tract 19.15, Mecklenburg County, North Carolina",849,746,41,41,8,0,151,0.1778563,1356ab7d-dfe2-40bd-83d2-3341f6d363f1,7660308.44146729,12462.7463847368
4322,37,119,005906,1,371190059061,Block Group 1,0016585,"Block Group 1, Census Tract 59.06, Mecklenburg County, North Carolina",1169,895,85,14,6,8,195,0.16680924,866cee72-a106-448d-9084-083e4419af7e,112048787.505615,53467.4862211495
4323,37,119,002300,2,371190023002,Block Group 2,0016250,"Block Group 2, Census Tract 23, Mecklenburg County, North Carolina",940,608,135,132,48,0,513,0.54574468,f7cb3313-8492-4da1-921d-0a59b2dcd358,17055582.0617676,21239.6102265966
4324,37,119,004500,2,371190045002,Block Group 2,0016384,"Block Group 2, Census Tract 45, Mecklenburg County, North Carolina",308,294,58,37,0,0,132,0.42857143,5d9c7322-0615-4e79-99d3-9d8442a94958,18710653.7677612,20479.0285587658
4325,37,119,001920,2,371190019202,Block Group 2,0016224,"Block Group 2, Census Tract 19.20, Mecklenburg County, North Carolina",658,611,147,13,10,29,318,0.48328267,2611ca75-8a7c-491b-9a22-3aed0524ca21,13038885.5770874,16909.5139872487
4326,37,119,002400,1,371190024001,Block Group 1,0016251,"Block Group 1, Census Tract 24, Mecklenburg County, North Carolina",1094,1064,26,91,10,18,133,0.12157221,d9ffc674-92a0-4015-b138-bee3f7d10dae,5240004.06451416,11820.0639457146
4327,37,119,001918,1,371190019181,Block Group 1,0016217,"Block Group 1, Census Tract 19.18, Mecklenburg County, North Carolina",341,340,7,24,0,0,60,0.17595308,d2cce4ee-470e-445e-9870-e6dbad89ae1f,6493990.65911865,11691.5582155558
4328,37,119,001919,1,371190019191,Block Group 1,0016220,"Block Group 1, Census Tract 19.19, Mecklenburg County, North Carolina",773,411,249,64,16,11,586,0.75808538,c98fd790-0ec0-49eb-8254-4909ea6e73d1,7302320.41204834,13099.6634580413
4329,37,119,003902,4,371190039024,Block Group 4,0016358,"Block Group 4, Census Tract 39.02, Mecklenburg County, North Carolina",560,470,63,46,33,0,192,0.34285714,fe368b32-a3bd-4c03-85a8-eb0a4a70eb33,21357824.2020264,20935.7735386996
4330,37,119,006104,1,371190061041,Block Group 1,0016628,"Block Group 1, Census Tract 61.04, Mecklenburg County, North Carolina",762,406,73,3,0,0,508,0.66666667,fea8bd0a-616b-4dcc-a936-5e9f7fcee335,29316388.8650513,25084.4648158011
4331,37,119,005620,3,371190056203,Block Group 3,0016488,"Block Group 3, Census Tract 56.20, Mecklenburg County, North Carolina",1059,826,112,26,15,0,212,0.20018886,e017bf82-a2cb-4c78-9d9f-d70f0758d701,26109130.1199951,23424.6126189433
4332,37,119,005515,1,371190055151,Block Group 1,0016437,"Block Group 1, Census Tract 55.15, Mecklenburg County, North Carolina",916,893,39,0,0,28,89,0.09716157,64def6a1-22ad-4971-a965-8446f5f2aab8,24126082.0092163,22846.1826222541
4333,37,119,005404,2,371190054042,Block Group 2,0016417,"Block Group 2, Census Tract 54.04, Mecklenburg County, North Carolina",1010,1004,88,8,0,7,169,0.16732673,8b443396-5f04-456c-a2f3-cb038086530b,24429227.0968018,19896.2579110492
4334,37,119,001919,2,371190019192,Block Group 2,0016221,"Block Group 2, Census Tract 19.19, Mecklenburg County, North Carolina",611,589,52,0,14,7,140,0.22913257,ee5171d6-0564-4616-be62-3b5fa0ecc287,9688183.0916748,19067.1016233408
4335,37,119,005714,3,371190057143,Block Group 3,0016509,"Block Group 3, Census Tract 57.14, Mecklenburg County, North Carolina",456,346,48,24,0,0,124,0.27192982,6c6f9213-1dc9-4da5-9610-71ffff664546,69509550.904541,42195.7626884124
4336,37,119,003600,1,371190036001,Block Group 1,0016337,"Block Group 1, Census Tract 36, Mecklenburg County, North Carolina",762,647,9,61,25,33,137,0.17979003,6505834b-3e9b-4cbc-a2e3-52dd5fc98020,5002749.78210449,10854.3923486185
4337,37,119,003013,1,371190030131,Block Group 1,0016296,"Block Group 1, Census Tract 30.13, Mecklenburg County, North Carolina",1211,1093,46,0,0,0,534,0.44095789,f4d000c1-93a3-40f1-821b-7ead22b1bfe0,37092920.7591553,36604.3541276396
4338,37,119,005833,2,371190058332,Block Group 2,0016549,"Block Group 2, Census Tract 58.33, Mecklenburg County, North Carolina",1248,1183,66,8,13,0,200,0.16025641,037e2907-0546-4e82-ad20-2038500737b4,28978377.7732544,27625.4937043615
4339,37,119,003903,2,371190039032,Block Group 2,0016360,"Block Group 2, Census Tract 39.03, Mecklenburg County, North Carolina",412,359,0,30,20,0,98,0.23786408,ce955b4d-9be8-4fc1-8e40-aeb0c2c15d4f,28513762.118042,30383.9033216167
4340,37,119,005713,1,371190057131,Block Group 1,0016505,"Block Group 1, Census Tract 57.13, Mecklenburg County, North Carolina",1161,1042,89,0,12,38,142,0.12230835,8f4f26d2-1caf-4f84-8d20-09e4c69399e9,79370398.1627197,38077.8087994077
4341,37,119,005616,1,371190056161,Block Group 1,0016479,"Block Group 1, Census Tract 56.16, Mecklenburg County, North Carolina",770,626,110,6,0,0,191,0.24805195,99278467-87b0-41fb-98ff-6b9b2584168d,83116264.0613403,42045.1727429206
4342,37,119,000800,1,371190008001,Block Group 1,0016145,"Block Group 1, Census Tract 8, Mecklenburg County, North Carolina",1026,676,215,74,0,7,599,0.58382066,34d54407-97c1-4fc4-966d-f11cb5afd6f8,10591917.838562,13540.9487988894
4343,37,119,006210,1,371190062101,Block Group 1,0016651,"Block Group 1, Census Tract 62.10, Mecklenburg County, North Carolina",1331,1041,65,0,0,55,206,0.15477085,dc98fae9-9047-459e-9284-e34f4c8b1ff5,56711413.4642944,37739.9056926463
4344,37,119,006109,1,371190061091,Block Group 1,0016639,"Block Group 1, Census Tract 61.09, Mecklenburg County, North Carolina",1167,1022,51,0,0,33,182,0.15595544,33c0514c-5ccd-48d7-86a6-992ea37939f4,61570073.49823,32146.339093502
4345,37,119,005842,2,371190058422,Block Group 2,0016569,"Block Group 2, Census Tract 58.42, Mecklenburg County, North Carolina",795,525,85,13,0,0,223,0.28050314,d5001fd2-08b9-44aa-a589-a9ddc6052bf4,8834865.67608643,11849.6032521504
4346,37,119,005847,2,371190058472,Block Group 2,0016580,"Block Group 2, Census Tract 58.47, Mecklenburg County, North Carolina",1000,831,63,22,0,22,132,0.132,6fa5bf98-9a65-4d97-87da-5bb85dca7e77,26063979.0039063,20807.7755810609
4347,37,119,002701,1,371190027011,Block Group 1,0016257,"Block Group 1, Census Tract 27.01, Mecklenburg County, North Carolina",284,233,0,0,0,9,10,0.03521127,6330ea48-c99e-4aea-9ea1-5a982390dbcd,4443510.84973145,9839.65396811238
4348,37,119,005843,2,371190058432,Block Group 2,0016572,"Block Group 2, Census Tract 58.43, Mecklenburg County, North Carolina",888,713,39,20,53,10,98,0.11036036,6bac26ef-8357-4084-8247-4c202c8b14ea,11020846.368103,15220.6800847374
4349,37,119,005509,2,371190055092,Block Group 2,0016421,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",793,839,0,0,0,0,6,0.0075662,2a28ce05-175f-4c20-a23e-2856e0108a83,14175783.2723999,16825.0260241381
4350,37,119,005911,2,371190059112,Block Group 2,0016596,"Block Group 2, Census Tract 59.11, Mecklenburg County, North Carolina",1525,1463,134,15,0,30,273,0.17901639,d197d24b-84f1-4c16-8c85-de91eec46fdb,56935150.1323242,39421.7698199541
4351,37,119,000100,1,371190001001,Block Group 1,0016131,"Block Group 1, Census Tract 1, Mecklenburg County, North Carolina",1023,583,34,0,627,0,585,0.57184751,6851faa4-8877-420a-ac7d-9a5fb4482923,5336135.2600708,12595.5180649538
4352,37,119,005401,2,371190054012,Block Group 2,0016412,"Block Group 2, Census Tract 54.01, Mecklenburg County, North Carolina",887,744,15,1,1,0,68,0.07666291,6d1c0663-d7e7-46b0-b250-f2e6c10c7ebd,53457346.7652588,37422.0303526992
4353,37,119,003103,2,371190031032,Block Group 2,0016311,"Block Group 2, Census Tract 31.03, Mecklenburg County, North Carolina",1501,1377,124,0,0,0,258,0.17188541,ac1b0431-8af2-4dc2-84c7-8b21a709866a,22297944.5321045,23464.8272579721
4354,37,119,005842,1,371190058421,Block Group 1,0016568,"Block Group 1, Census Tract 58.42, Mecklenburg County, North Carolina",681,568,61,0,14,0,102,0.14977974,09428a09-b33a-441a-9f16-b628ede8293d,8629037.61303711,12766.9259800013
4355,37,119,006104,4,371190061044,Block Group 4,0016631,"Block Group 4, Census Tract 61.04, Mecklenburg County, North Carolina",1083,802,78,0,3,61,158,0.14589104,7a1c4c5e-0452-48c8-b9ce-1fb9a4e7ce22,52790500.836853,32308.5127243624
4356,37,119,000300,1,371190003001,Block Group 1,0016136,"Block Group 1, Census Tract 3, Mecklenburg County, North Carolina",461,500,13,13,31,22,73,0.15835141,059be2ae-327b-4017-bbd9-f005e27b2eb6,8690985.82476807,15153.8053293672
4357,37,119,005614,2,371190056142,Block Group 2,0016476,"Block Group 2, Census Tract 56.14, Mecklenburg County, North Carolina",1673,1608,135,0,0,74,147,0.08786611,cd0fdadf-f6ca-4afc-b5b6-9f5f64bdc02e,28413815.057373,27011.7317722066
4358,37,119,004100,3,371190041003,Block Group 3,0016367,"Block Group 3, Census Tract 41, Mecklenburg County, North Carolina",329,347,58,18,18,0,146,0.443769,ccef5492-6545-4fe7-a10f-ead73170ad77,14049649.6582642,16298.6836118435
4359,37,119,001504,3,371190015043,Block Group 3,0016164,"Block Group 3, Census Tract 15.04, Mecklenburg County, North Carolina",632,427,278,33,0,0,432,0.6835443,f713ed55-56ca-4274-be34-d0e4a9d40988,10014735.555481,16026.5900255731
4360,37,119,001923,1,371190019231,Block Group 1,0016229,"Block Group 1, Census Tract 19.23, Mecklenburg County, North Carolina",1573,1480,165,38,0,0,261,0.16592498,c4e48bfa-1f90-42c1-99ef-f3f9c4d06583,15381640.4330444,20967.114434382
4361,37,119,000700,1,371190007001,Block Group 1,0016144,"Block Group 1, Census Tract 7, Mecklenburg County, North Carolina",605,562,6,29,20,20,48,0.07933884,99b24fad-ff5c-407a-984c-141c03a48618,13685137.0819092,23242.2706545677
4362,37,119,005513,1,371190055131,Block Group 1,0016431,"Block Group 1, Census Tract 55.13, Mecklenburg County, North Carolina",836,921,10,0,0,0,176,0.21052632,73010e98-4dd6-4685-a50f-fc1286404e21,13059491.2457275,17253.2501733085
4363,37,119,005617,2,371190056172,Block Group 2,0016481,"Block Group 2, Census Tract 56.17, Mecklenburg County, North Carolina",30,8,0,0,0,0,0,0,7c0608a1-b536-431c-9393-64bb22c9ede6,23861337.7319946,23443.0710661399
4364,37,119,001000,2,371190010002,Block Group 2,0016150,"Block Group 2, Census Tract 10, Mecklenburg County, North Carolina",301,269,43,10,0,40,50,0.16611296,af362d00-bf6e-4248-83a8-15a25abcc063,4170230.93395996,8698.57325805559
4365,37,119,005837,3,371190058373,Block Group 3,0016558,"Block Group 3, Census Tract 58.37, Mecklenburg County, North Carolina",638,599,98,36,0,0,258,0.40438871,2c4537f5-19f7-4c70-9ead-706be4b4eac6,6818254.42388916,14276.5427528134
4366,37,119,006009,2,371190060092,Block Group 2,0016621,"Block Group 2, Census Tract 60.09, Mecklenburg County, North Carolina",1035,840,169,12,0,31,394,0.38067633,3d428505-3dfe-4f92-b886-6931a973d855,25991633.5639038,27897.734814547
4367,37,119,001300,1,371190013001,Block Group 1,0016157,"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",1177,1009,107,125,17,17,266,0.2259983,b9ad581b-5c22-4258-ae16-383895e5d292,19088086.479248,20238.2147849833
4368,37,119,003500,2,371190035002,Block Group 2,0016336,"Block Group 2, Census Tract 35, Mecklenburg County, North Carolina",576,528,41,10,33,8,126,0.21875,cdf7c2fb-8b03-43cb-966b-e4c83f0e9e6a,9109046.78790283,13949.7384013539
4369,37,119,001918,2,371190019182,Block Group 2,0016218,"Block Group 2, Census Tract 19.18, Mecklenburg County, North Carolina",1072,1053,156,82,0,0,369,0.34421642,33dbc573-7629-402e-b3aa-906a69672291,9017015.5479126,11898.1989830221
4370,37,119,005917,2,371190059172,Block Group 2,0016609,"Block Group 2, Census Tract 59.17, Mecklenburg County, North Carolina",1548,1451,166,0,0,34,460,0.29715762,c7986c4e-c32a-4966-9915-8d496b44769e,27647893.3178101,23293.0600801837
4371,37,119,001508,1,371190015081,Block Group 1,0016169,"Block Group 1, Census Tract 15.08, Mecklenburg County, North Carolina",1274,1110,294,12,28,16,604,0.47409733,e3c08b20-db4b-424a-b04f-dbd4fa994c8f,29615063.2480469,24126.0164937004
4372,37,119,005521,2,371190055212,Block Group 2,0016448,"Block Group 2, Census Tract 55.21, Mecklenburg County, North Carolina",1242,1278,57,67,0,0,174,0.14009662,91936902-35ca-40f5-97d3-8b567f285869,30069292.7694702,23800.5100393606
4373,37,119,002003,2,371190020032,Block Group 2,0016236,"Block Group 2, Census Tract 20.03, Mecklenburg County, North Carolina",296,234,77,0,0,0,110,0.37162162,e908758f-cae0-4567-8677-d8812411d0df,10161599.5529175,17173.3669583781
4374,37,119,006008,1,371190060081,Block Group 1,0016618,"Block Group 1, Census Tract 60.08, Mecklenburg County, North Carolina",1042,834,118,0,0,0,370,0.35508637,76279bba-0fdd-4caf-a84d-898bad3a87ca,26275044.5452271,34405.0334569464
4375,37,119,005828,2,371190058282,Block Group 2,0016538,"Block Group 2, Census Tract 58.28, Mecklenburg County, North Carolina",175,162,0,0,0,0,16,0.09142857,f8afddb2-4cb5-44cb-ad04-031e89924c62,4531729.15582275,9936.86161954841
4376,37,119,006107,2,371190061072,Block Group 2,0016636,"Block Group 2, Census Tract 61.07, Mecklenburg County, North Carolina",1559,1390,42,0,0,28,184,0.11802437,d8fdb682-962e-4d94-9e3c-4d843ba184e4,22174641.4936523,18151.1281863953
4377,37,119,001606,1,371190016061,Block Group 1,0016179,"Block Group 1, Census Tract 16.06, Mecklenburg County, North Carolina",1531,787,440,207,30,11,1104,0.72109732,60a60a7c-997b-4ff5-8258-6176072b6e3c,14066482.1983032,18037.7033276406
4378,37,119,006404,1,371190064041,Block Group 1,0016674,"Block Group 1, Census Tract 64.04, Mecklenburg County, North Carolina",793,625,24,0,53,0,168,0.21185372,fadc41a8-a289-48a6-b59f-d8ccbc73601f,121471572.00647,51184.1721357402
4379,37,119,005401,3,371190054013,Block Group 3,0016413,"Block Group 3, Census Tract 54.01, Mecklenburg County, North Carolina",433,288,55,34,0,51,101,0.23325635,19c83252-695a-4ae4-a14c-2e52136c8ab1,28103291.5485229,31196.790428116
4380,37,119,001915,2,371190019152,Block Group 2,0016210,"Block Group 2, Census Tract 19.15, Mecklenburg County, North Carolina",1071,1142,23,76,31,0,383,0.35760971,ac145b23-d8d1-4391-bfd0-588f2b0aae63,12675944.0976563,15685.1671037047
4381,37,119,005823,3,371190058233,Block Group 3,0016529,"Block Group 3, Census Tract 58.23, Mecklenburg County, North Carolina",935,921,72,10,19,14,137,0.14652406,aa5b1e3d-e973-408d-9615-b3bd92cbd38d,17691299.5135498,18656.3532873465
4382,37,119,003006,2,371190030062,Block Group 2,0016280,"Block Group 2, Census Tract 30.06, Mecklenburg County, North Carolina",1494,1280,58,31,33,24,260,0.17402945,52b3f86e-5671-45d8-8445-941edac684fe,15341029.80896,22363.6508742384
4383,37,119,001200,3,371190012003,Block Group 3,0016156,"Block Group 3, Census Tract 12, Mecklenburg County, North Carolina",1011,979,66,0,21,5,150,0.14836795,557ab857-a1c7-4518-81c4-9748283072b3,22797516.8279419,22242.7345222327
4384,37,119,005829,1,371190058291,Block Group 1,0016540,"Block Group 1, Census Tract 58.29, Mecklenburg County, North Carolina",557,359,0,60,0,0,137,0.2459605,f4471016-ba73-47f3-85eb-e40abe3f0330,20441882.6065674,24247.798905541
4385,37,119,005510,2,371190055102,Block Group 2,0016424,"Block Group 2, Census Tract 55.10, Mecklenburg County, North Carolina",1863,1677,107,18,0,36,453,0.2431562,76a8fdbb-add6-4cc0-be65-d2446f82668e,43670281.3979492,28622.2687586766
4386,37,119,006105,1,371190061051,Block Group 1,0016632,"Block Group 1, Census Tract 61.05, Mecklenburg County, North Carolina",1571,1344,99,0,0,13,294,0.18714195,6e4ae96e-9564-47cc-bca9-158507467765,82469652.7406006,43114.0378784524
4387,37,119,005823,4,371190058234,Block Group 4,0016530,"Block Group 4, Census Tract 58.23, Mecklenburg County, North Carolina",1609,1202,164,79,13,0,399,0.24798011,43d84ed9-66c5-456f-a783-a860d1009ab1,37617459.1430054,28545.4885944565
4388,37,119,006209,1,371190062091,Block Group 1,0016648,"Block Group 1, Census Tract 62.09, Mecklenburg County, North Carolina",343,412,21,0,0,0,32,0.09329446,698b23f3-960f-45bb-9b3a-e30f8227b624,12257484.4243164,17551.8226831802
4389,37,119,005842,3,371190058423,Block Group 3,0016570,"Block Group 3, Census Tract 58.42, Mecklenburg County, North Carolina",1348,1313,53,9,24,0,110,0.08160237,57c453f2-93c1-401b-acc5-dc0dca3da6b7,20788102.9438477,20208.0280937321
4390,37,119,003007,1,371190030071,Block Group 1,0016281,"Block Group 1, Census Tract 30.07, Mecklenburg County, North Carolina",302,333,0,0,0,0,0,0,8b2d2c8f-bf2a-4157-ac21-f0735445a27c,13348626.0202637,15564.7795537725
4391,37,119,006214,1,371190062141,Block Group 1,0016659,"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",831,883,51,0,0,0,214,0.25752106,18db70cd-726a-4567-8059-0de2847773ad,30550245.0448608,32459.1670380719
4392,37,119,005706,2,371190057062,Block Group 2,0016493,"Block Group 2, Census Tract 57.06, Mecklenburg County, North Carolina",612,559,50,0,20,0,93,0.15196078,44ba7a0d-fedd-427f-befd-0e8cd8b7b197,61451334.7022095,37634.15989371
4393,37,119,005617,1,371190056171,Block Group 1,0016480,"Block Group 1, Census Tract 56.17, Mecklenburg County, North Carolina",1003,742,132,0,0,19,299,0.29810568,91ab7dbb-2145-487f-8fa7-4eeee428ff97,30371262.8453369,32745.1113391389
4394,37,119,003500,1,371190035001,Block Group 1,0016335,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",791,645,16,12,75,11,140,0.17699115,2ef9d3fc-8f42-46ce-8370-4476ed5d16e0,9604402.18121338,15373.0479625246
4395,37,119,001606,2,371190016062,Block Group 2,0016180,"Block Group 2, Census Tract 16.06, Mecklenburg County, North Carolina",902,791,146,27,0,0,278,0.30820399,ab115745-4449-4cbe-b5d7-02a8fdec6dbc,7061130.1083374,11282.3398507943
4396,37,119,006006,3,371190060063,Block Group 3,0016614,"Block Group 3, Census Tract 60.06, Mecklenburg County, North Carolina",871,890,103,19,1,0,221,0.25373134,ae0eaf52-0cf1-4709-aafc-cb5ab38cb35a,44480060.8673706,32546.8840305044
4397,37,119,000100,2,371190001002,Block Group 2,0016132,"Block Group 2, Census Tract 1, Mecklenburg County, North Carolina",1415,818,28,14,512,102,682,0.4819788,b6c180aa-f9e4-4fb8-9995-ddb718cb9378,1931299.31311035,5561.7070286697
4398,37,119,006211,2,371190062112,Block Group 2,0016654,"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",1121,989,62,16,0,27,185,0.16503122,d71fd55a-2130-45de-835b-bdda292779d1,24646060.0449829,28557.4032607068
4399,37,119,003201,2,371190032012,Block Group 2,0016322,"Block Group 2, Census Tract 32.01, Mecklenburg County, North Carolina",790,744,123,47,0,0,282,0.35696203,0c2256d3-97e5-41ad-894f-02393991a410,12826412.9768677,14856.3753844937
4400,37,119,005518,2,371190055182,Block Group 2,0016442,"Block Group 2, Census Tract 55.18, Mecklenburg County, North Carolina",843,733,46,0,0,0,60,0.07117438,dac248ce-2762-4bdf-9a2d-1115610ade70,53567422.0579224,30567.9829823022
4401,37,119,006108,1,371190061081,Block Group 1,0016637,"Block Group 1, Census Tract 61.08, Mecklenburg County, North Carolina",1232,769,193,0,0,0,394,0.31980519,1030c07b-c15c-488f-8f56-85b0c5c2b277,24258125.3752441,28739.4156434063
4402,37,119,000900,1,371190009001,Block Group 1,0016147,"Block Group 1, Census Tract 9, Mecklenburg County, North Carolina",316,207,11,14,6,17,180,0.56962025,9fd4d561-8482-4d6f-99ac-71535658d639,6012896.75537109,10879.2128032862
4403,37,119,005823,2,371190058232,Block Group 2,0016528,"Block Group 2, Census Tract 58.23, Mecklenburg County, North Carolina",727,738,51,14,11,0,119,0.16368638,e98a6c72-1e0c-45f0-bd35-f42f9092092e,31662949.8204956,25015.0496059673
4404,37,119,001920,1,371190019201,Block Group 1,0016223,"Block Group 1, Census Tract 19.20, Mecklenburg County, North Carolina",1141,692,346,35,0,0,833,0.73006135,9bdfe1f2-fbf5-4d32-9e6a-ddc39d4f6c5d,11125369.6213379,19431.3785776728
4405,37,119,005706,1,371190057061,Block Group 1,0016492,"Block Group 1, Census Tract 57.06, Mecklenburg County, North Carolina",703,732,52,0,0,0,188,0.26742532,696c3e84-7dde-4ea1-90ed-0502ea65940f,31581713.6525879,26769.2549551213
4406,37,119,001300,3,371190013003,Block Group 3,0016159,"Block Group 3, Census Tract 13, Mecklenburg County, North Carolina",362,255,26,0,7,0,56,0.15469613,e92b3ecc-81db-46b4-890c-24c8b27de3a4,4074529.18029785,8835.60505254034
4407,37,119,002100,1,371190021001,Block Group 1,0016243,"Block Group 1, Census Tract 21, Mecklenburg County, North Carolina",392,324,52,38,0,0,120,0.30612245,40f6f819-be4d-4da6-a626-fa2b79f7fcef,4328307.67272949,8252.39481718292
4408,37,119,005615,1,371190056151,Block Group 1,0016478,"Block Group 1, Census Tract 56.15, Mecklenburg County, North Carolina",1026,928,45,16,7,42,180,0.1754386,ff5cb1f5-350f-4b1c-ab7d-66a03817ea0d,32289417.9014893,27819.2964196312
4409,37,119,980300,1,371199803001,Block Group 1,0016685,"Block Group 1, Census Tract 9803, Mecklenburg County, North Carolina",13,13,0,0,0,0,0,0,a1842972-be3d-43f3-93ec-22335022b9b6,5198921.41809082,9479.12148201509
4410,37,119,001603,2,371190016032,Block Group 2,0016177,"Block Group 2, Census Tract 16.03, Mecklenburg County, North Carolina",845,607,78,16,0,8,180,0.21301775,248c0135-74c0-4294-bdee-5671d8dfdbe8,13419716.7613525,19651.1210011214
4411,37,119,006204,3,371190062043,Block Group 3,0016645,"Block Group 3, Census Tract 62.04, Mecklenburg County, North Carolina",1133,1043,138,40,0,88,304,0.26831421,263f407c-c9b6-4a12-8648-0cccaee40c5a,116343967.603333,51235.6816005351
4412,37,119,005825,1,371190058251,Block Group 1,0016532,"Block Group 1, Census Tract 58.25, Mecklenburg County, North Carolina",1260,1128,150,25,0,76,293,0.23253968,45b87df9-584c-4050-af1f-7cb676cc0469,28386663.3942871,34802.7433724015
4413,37,119,005301,2,371190053012,Block Group 2,0016401,"Block Group 2, Census Tract 53.01, Mecklenburg County, North Carolina",243,217,76,0,0,0,132,0.54320988,d80279e3-8d8a-43e1-9bf0-c8597f906819,22161287.0396118,20169.8583017354
