OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Workers_16_and_older,Drove_alone,Carpool,Public_Transportation,Walked,Other_Means,Non_SOV_Commuters,Pct_Non_SOV_Commuters,GlobalID,Shape__Area,Shape__Length
4192,37,119,001509,2,371190015092,Block Group 2,0016173,"Block Group 2, Census Tract 15.09, Mecklenburg County, North Carolina",973,672,203,47,0,0,457,0.4696814,bbc824fb-10b8-4e57-a2ce-f7a5a746241e,31592959.4147949,40530.5952344579
4193,37,119,001922,1,371190019221,Block Group 1,0016227,"Block Group 1, Census Tract 19.22, Mecklenburg County, North Carolina",788,736,51,8,0,0,115,0.14593909,62353dad-59b9-4b43-b285-ab5847c285c6,16028413.7879639,23548.4195102411
4194,37,119,001607,1,371190016071,Block Group 1,0016181,"Block Group 1, Census Tract 16.07, Mecklenburg County, North Carolina",1232,822,406,11,49,0,828,0.67207792,5c79a5f5-ab46-4871-88ea-3c379aa4e20e,19644840.5088501,18972.9462590784
4195,37,119,005301,1,371190053011,Block Group 1,0016400,"Block Group 1, Census Tract 53.01, Mecklenburg County, North Carolina",1515,1085,165,158,5,23,667,0.44026403,7d2cfe80-1f4c-4fa7-854c-f2bf565198a6,39730439.0844116,27948.1315027938
4196,37,119,005836,2,371190058362,Block Group 2,0016555,"Block Group 2, Census Tract 58.36, Mecklenburg County, North Carolina",723,447,120,19,0,47,314,0.43430152,3a73eddc-ffb1-4241-81b1-36fbb29712aa,12020059.4695435,17518.8360433939
4197,37,119,001702,2,371190017022,Block Group 2,0016189,"Block Group 2, Census Tract 17.02, Mecklenburg County, North Carolina",269,327,10,20,0,0,40,0.14869888,c556b9c3-a4df-446d-a89b-e3c53c5b3a9d,4553616.2387085,8622.8329711978
4198,37,119,006204,2,371190062042,Block Group 2,0016644,"Block Group 2, Census Tract 62.04, Mecklenburg County, North Carolina",571,598,41,9,0,0,7,0.01225919,7536b085-f5fa-425f-bb37-b1c4ffb3b8c7,130337253.919617,53560.8631520154
4199,37,119,001702,1,371190017021,Block Group 1,0016188,"Block Group 1, Census Tract 17.02, Mecklenburg County, North Carolina",754,473,79,32,23,0,613,0.81299735,1673d907-c236-462a-9401-1261a9122ef8,18971042.6682739,19063.6997746171
4200,37,119,006403,2,371190064032,Block Group 2,0016672,"Block Group 2, Census Tract 64.03, Mecklenburg County, North Carolina",598,137,31,4,416,11,467,0.78093645,5aae6f68-c249-4370-ac49-0e326fac4931,39691928.6446533,32795.1655198953
4201,37,119,002800,3,371190028003,Block Group 3,0016265,"Block Group 3, Census Tract 28, Mecklenburg County, North Carolina",606,608,0,0,7,0,15,0.02475248,c59096aa-1b2c-43f9-82e7-3e4261ad98f1,10613331.3994751,14199.6594152402
4202,37,119,003018,1,371190030181,Block Group 1,0016306,"Block Group 1, Census Tract 30.18, Mecklenburg County, North Carolina",1327,1188,124,36,11,11,315,0.23737754,fbd5dbf4-0c48-48bf-8c97-6536ab361839,19976956.6796875,19467.0088429146
4203,37,119,002903,3,371190029033,Block Group 3,0016268,"Block Group 3, Census Tract 29.03, Mecklenburg County, North Carolina",978,878,85,9,33,43,254,0.2597137,f39294e3-1e83-4646-83bd-460037aef7d7,7555968.09552002,15527.0234928373
4204,37,119,006215,1,371190062151,Block Group 1,0016661,"Block Group 1, Census Tract 62.15, Mecklenburg County, North Carolina",1185,1048,85,66,31,39,433,0.36540084,074a22d9-c6ce-4717-99a1-06481ee53cbc,138189698.289246,51262.3733605425
4205,37,119,005829,2,371190058292,Block Group 2,0016541,"Block Group 2, Census Tract 58.29, Mecklenburg County, North Carolina",575,430,127,0,10,33,237,0.41217391,e5c9d55b-704d-4d15-b21a-8c000b9ea73a,11007101.9871216,13881.8355375394
4206,37,119,005841,3,371190058413,Block Group 3,0016567,"Block Group 3, Census Tract 58.41, Mecklenburg County, North Carolina",1709,1080,365,86,0,14,592,0.3464014,6430eacb-df64-4866-a9a5-5db2393ca065,20652259.4554443,18925.8493370874
4207,37,119,004600,2,371190046002,Block Group 2,0016387,"Block Group 2, Census Tract 46, Mecklenburg County, North Carolina",550,368,38,38,67,0,210,0.38181818,86f2ed9a-ff3a-40c4-8180-ca5c83fb0cf5,12000521.5599365,14865.7571119625
4208,37,119,005100,1,371190051001,Block Group 1,0016395,"Block Group 1, Census Tract 51, Mecklenburg County, North Carolina",509,292,68,92,0,0,222,0.43614931,d2fd7144-7ca3-4d42-b388-41b261151ced,48312729.3822021,31489.9702569692
4209,37,119,003400,1,371190034001,Block Group 1,0016331,"Block Group 1, Census Tract 34, Mecklenburg County, North Carolina",882,760,21,0,0,82,64,0.07256236,7fbc5306-8057-426f-8f43-6d4aa512d1d5,12603288.1760864,14964.8000300519
4210,37,119,006211,1,371190062111,Block Group 1,0016653,"Block Group 1, Census Tract 62.11, Mecklenburg County, North Carolina",1528,1332,87,85,0,14,209,0.1367801,aec5626e-20bb-47f0-a80e-718557144be6,36885977.8849487,26149.7957154914
4211,37,119,005907,1,371190059071,Block Group 1,0016589,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",2040,2151,233,0,79,95,632,0.30980392,9d791cb8-4895-4d4c-9ff3-3834fa1b3ba1,43082347.5231323,32032.4252876523
4212,37,119,003300,3,371190033003,Block Group 3,0016330,"Block Group 3, Census Tract 33, Mecklenburg County, North Carolina",503,467,7,67,0,65,99,0.19681909,2bcafd52-c7f3-49b4-884e-c4107d38a931,5705462.45855713,11894.7420427683
4213,37,119,003902,3,371190039023,Block Group 3,0016357,"Block Group 3, Census Tract 39.02, Mecklenburg County, North Carolina",188,158,0,56,0,0,18,0.09574468,89df08b6-0873-4083-b268-57076b4fa537,16277087.3982544,21286.8182961361
4214,37,119,002002,1,371190020021,Block Group 1,0016231,"Block Group 1, Census Tract 20.02, Mecklenburg County, North Carolina",946,884,46,0,0,0,108,0.1141649,5de28d4e-f076-44d6-aa03-ddf4312ae29c,21406571.382019,21282.4458608733
4215,37,119,005307,2,371190053072,Block Group 2,0016408,"Block Group 2, Census Tract 53.07, Mecklenburg County, North Carolina",512,355,71,92,0,0,250,0.48828125,77109a9a-cddc-4bba-905a-9b900110e1ca,5912093.85803223,13351.1659645594
4216,37,119,005604,1,371190056041,Block Group 1,0016462,"Block Group 1, Census Tract 56.04, Mecklenburg County, North Carolina",1032,966,28,25,38,0,67,0.06492248,69a5a073-e78e-43f2-80ea-60b356dc5e90,49111219.4191895,41628.1851005646
4217,37,119,006103,2,371190061032,Block Group 2,0016627,"Block Group 2, Census Tract 61.03, Mecklenburg County, North Carolina",789,614,78,11,0,0,230,0.29150824,9be1fb9b-2181-4c54-aa5f-259932a271a1,67331994.6187744,44228.9774824744
4218,37,119,005811,1,371190058111,Block Group 1,0016516,"Block Group 1, Census Tract 58.11, Mecklenburg County, North Carolina",1568,1406,63,0,12,40,290,0.18494898,9815dc13-7f2f-4f6d-b570-8db5d5490a34,25889989.2583618,22394.4212350873
4219,37,119,005523,2,371190055232,Block Group 2,0016454,"Block Group 2, Census Tract 55.23, Mecklenburg County, North Carolina",1516,1303,134,15,143,8,510,0.33641161,6dffee56-e115-4bc7-8f37-9b2e30f66d70,16349286.5479126,17803.670699348
4220,37,119,001300,2,371190013002,Block Group 2,0016158,"Block Group 2, Census Tract 13, Mecklenburg County, North Carolina",388,438,10,6,9,9,98,0.25257732,cad68da6-b9c3-48e1-a40f-ef6c1dd792c1,4981103.49493408,9149.82723433573
4221,37,119,003017,2,371190030172,Block Group 2,0016305,"Block Group 2, Census Tract 30.17, Mecklenburg County, North Carolina",1099,1072,34,10,4,9,63,0.05732484,426a147a-4d83-4e8d-9072-f13f60669a41,28064673.0050049,23603.6324834115
4222,37,119,001510,1,371190015101,Block Group 1,0016174,"Block Group 1, Census Tract 15.10, Mecklenburg County, North Carolina",1173,890,193,49,0,21,402,0.342711,934cbcfd-4c0f-41f6-b445-ce12029d4d19,14006437.8209229,16999.4858913223
4223,37,119,005308,1,371190053081,Block Group 1,0016409,"Block Group 1, Census Tract 53.08, Mecklenburg County, North Carolina",780,568,123,95,23,4,586,0.75128205,f4966530-66ba-44ab-b2a3-793bf8ba1326,5507230.4006958,14197.0886069073
4224,37,119,006304,2,371190063042,Block Group 2,0016669,"Block Group 2, Census Tract 63.04, Mecklenburg County, North Carolina",1925,1772,11,0,0,0,70,0.03636364,cb2e18bf-4359-4a9c-8838-c38e295dc207,51620103.7279663,31012.4324561304
4225,37,119,005200,2,371190052002,Block Group 2,0016398,"Block Group 2, Census Tract 52, Mecklenburg County, North Carolina",212,151,63,24,0,16,147,0.69339623,03f395f2-5bd6-42b6-ac14-88a9dd219f46,5578557.56164551,9799.60819101324
4226,37,119,003102,1,371190031021,Block Group 1,0016307,"Block Group 1, Census Tract 31.02, Mecklenburg County, North Carolina",977,909,14,28,0,35,117,0.11975435,04fab489-0332-47fd-974e-b78d525fd203,26494619.1091919,24770.6300053457
4227,37,119,006406,2,371190064062,Block Group 2,0016679,"Block Group 2, Census Tract 64.06, Mecklenburg County, North Carolina",611,459,98,0,0,0,112,0.18330606,c0066b70-8e99-4ccf-b662-ac630e4ff6fa,12048695.5078125,17100.7685453698
4228,37,119,005841,1,371190058411,Block Group 1,0016565,"Block Group 1, Census Tract 58.41, Mecklenburg County, North Carolina",1205,1200,0,145,0,12,164,0.13609959,69db0602-a598-4990-8b27-bd05bbe78190,25179613.020813,20766.2504270642
4229,37,119,002200,3,371190022003,Block Group 3,0016247,"Block Group 3, Census Tract 22, Mecklenburg County, North Carolina",413,390,17,0,0,13,64,0.15496368,f0f776b1-6618-4905-bbb4-1648c9f52ecb,8449896.05877686,12140.5700559991
4230,37,119,003011,4,371190030114,Block Group 4,0016292,"Block Group 4, Census Tract 30.11, Mecklenburg County, North Carolina",572,482,35,0,0,0,150,0.26223776,cdcdf405-dcce-413c-8cbb-35ed09a7d619,9768893.01855469,17034.2637711784
4231,37,119,004304,2,371190043042,Block Group 2,0016378,"Block Group 2, Census Tract 43.04, Mecklenburg County, North Carolina",479,294,31,48,19,0,139,0.29018789,9a219e08-b450-40de-8724-acd5e0301765,16617620.4569702,18636.6528896776
4232,37,119,006108,2,371190061082,Block Group 2,0016638,"Block Group 2, Census Tract 61.08, Mecklenburg County, North Carolina",930,757,103,24,0,0,238,0.25591398,429ea5c2-4a63-457b-9678-dac665858ef0,42777177.7832031,38032.4192316114
4233,37,119,005000,2,371190050002,Block Group 2,0016394,"Block Group 2, Census Tract 50, Mecklenburg County, North Carolina",466,462,33,59,0,0,87,0.18669528,fe6d1515-f7f8-45ff-9035-5d84ced0212a,6120239.51403809,12074.7468775809
4234,37,119,004800,3,371190048003,Block Group 3,0016391,"Block Group 3, Census Tract 48, Mecklenburg County, North Carolina",423,287,0,21,0,0,76,0.17966903,a41c5d86-8834-41bb-848a-0461d33916e9,16954671.2280884,20407.5428301744
4235,37,119,005839,1,371190058391,Block Group 1,0016563,"Block Group 1, Census Tract 58.39, Mecklenburg County, North Carolina",1405,1276,56,66,0,11,223,0.15871886,c9981881-d9eb-4882-b78f-c800a76b4d3f,28923884.869751,29924.77667145
4236,37,119,005826,1,371190058261,Block Group 1,0016534,"Block Group 1, Census Tract 58.26, Mecklenburg County, North Carolina",336,229,85,0,0,20,170,0.50595238,3c43283a-26b8-427c-99b4-8327d2d26ac4,20144837.769104,18271.2640153265
4237,37,119,003700,1,371190037001,Block Group 1,0016341,"Block Group 1, Census Tract 37, Mecklenburg County, North Carolina",1123,911,13,183,108,7,298,0.26536064,bc89e20c-c134-4cf5-ad39-2ec15f24743d,6659656.63726807,10972.5600432188
4238,37,119,004000,1,371190040001,Block Group 1,0016361,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",461,207,95,21,0,23,263,0.57049892,a66ef53f-f9a4-4dd9-87cc-f14e90a33bbb,19909538.8936157,20649.5543939061
4239,37,119,001609,1,371190016091,Block Group 1,0016184,"Block Group 1, Census Tract 16.09, Mecklenburg County, North Carolina",404,257,43,0,8,8,98,0.24257426,cbd32510-b4d2-4091-9ecd-e5294749173a,8008858.59277344,12012.4125775606
4240,37,119,001609,2,371190016092,Block Group 2,0016185,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",1147,966,262,7,14,34,539,0.46992153,41aa8bc0-926a-40ff-bb19-0197cabc3ad0,14470859.6134033,18153.9915107139
4241,37,119,005610,2,371190056102,Block Group 2,0016470,"Block Group 2, Census Tract 56.10, Mecklenburg County, North Carolina",960,818,150,16,0,0,266,0.27708333,a64cdf68-dca9-457e-a8ff-3217fa42a89b,12477697.520874,15904.7923444499
4242,37,119,005305,2,371190053052,Block Group 2,0016403,"Block Group 2, Census Tract 53.05, Mecklenburg County, North Carolina",615,455,77,13,0,0,93,0.15121951,a19a05fb-2b8e-46e2-afd1-1bd4be7a3c1c,7936387.74511719,13506.5172797431
4243,37,119,005912,1,371190059121,Block Group 1,0016597,"Block Group 1, Census Tract 59.12, Mecklenburg County, North Carolina",996,742,257,0,0,28,512,0.51405622,15e8b5aa-75db-49b1-838a-3c537d57f618,140113471.943665,53145.0555852717
4244,37,119,003008,3,371190030083,Block Group 3,0016288,"Block Group 3, Census Tract 30.08, Mecklenburg County, North Carolina",1009,660,128,0,0,35,144,0.14271556,99b1dd56-1404-4779-8971-5ef6eac117b7,24183302.7029419,21947.9851769493
4245,37,119,005848,1,371190058481,Block Group 1,0016582,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",1219,1197,26,0,18,55,156,0.12797375,0c9272a8-5b85-4172-95b5-5b608ac46f7b,28159153.281311,27016.5471724395
4246,37,119,001918,3,371190019183,Block Group 3,0016219,"Block Group 3, Census Tract 19.18, Mecklenburg County, North Carolina",837,576,70,94,40,9,257,0.30704898,ce6269bc-3ae8-4691-bc8f-4d1e28f9585e,6150733.16473389,9816.55750799144
4247,37,119,003105,2,371190031052,Block Group 2,0016314,"Block Group 2, Census Tract 31.05, Mecklenburg County, North Carolina",1120,968,71,40,32,42,280,0.25,29c7f075-2afc-4d0e-b248-01c8eca909d5,20404467.8572388,20242.730831581
4248,37,119,001605,1,371190016051,Block Group 1,0016178,"Block Group 1, Census Tract 16.05, Mecklenburg County, North Carolina",1099,661,135,169,20,15,760,0.69153776,024f623b-b480-4bd3-80e8-b1241a473995,10880149.3461304,13544.3728291445
4249,37,119,005710,1,371190057101,Block Group 1,0016498,"Block Group 1, Census Tract 57.10, Mecklenburg County, North Carolina",1156,990,122,8,0,27,172,0.14878893,c7395e7f-7aff-42d2-8582-ce130c3e15ed,20340152.1046143,19823.0454382157
4250,37,119,003807,1,371190038071,Block Group 1,0016351,"Block Group 1, Census Tract 38.07, Mecklenburg County, North Carolina",469,415,134,12,0,28,270,0.57569296,f369e3f0-c9a1-4762-99dd-01f1a4e376b5,23265692.416748,26257.4421027038
4251,37,119,006213,2,371190062132,Block Group 2,0016658,"Block Group 2, Census Tract 62.13, Mecklenburg County, North Carolina",1364,1399,104,0,0,0,274,0.20087977,ff541486-727b-4757-b3e9-6f5db16d864a,53121155.34552,36380.550818358
4252,37,119,002400,2,371190024002,Block Group 2,0016252,"Block Group 2, Census Tract 24, Mecklenburg County, North Carolina",601,639,14,9,0,37,45,0.07487521,12d61929-ca89-4b7c-a806-18a7d60bc55d,4459292.18304443,8904.39727314291
4253,37,119,005308,2,371190053082,Block Group 2,0016410,"Block Group 2, Census Tract 53.08, Mecklenburg County, North Carolina",325,217,58,0,10,0,164,0.50461538,79e0cb18-745e-40a7-a97f-418bb47d4099,2898428.31958008,8243.56231046896
4254,37,119,001000,1,371190010001,Block Group 1,0016149,"Block Group 1, Census Tract 10, Mecklenburg County, North Carolina",570,444,47,25,27,0,154,0.27017544,e2e98098-8f0c-46ff-b5a4-57a4f0b6a16c,5982933.80462646,10024.642911127
4255,37,119,005611,1,371190056111,Block Group 1,0016471,"Block Group 1, Census Tract 56.11, Mecklenburg County, North Carolina",1404,1249,115,0,2,22,238,0.16951567,fe84edb5-c43f-48d2-b4df-2f443c0728d8,54337579.8383179,35341.396993086
4256,37,119,001507,3,371190015073,Block Group 3,0016168,"Block Group 3, Census Tract 15.07, Mecklenburg County, North Carolina",456,357,66,45,0,0,191,0.41885965,8b8bd54d-61d6-44d3-b5fb-6a8b8cbb6259,9069580.16503906,13510.8471043445
4257,37,119,006104,3,371190061043,Block Group 3,0016630,"Block Group 3, Census Tract 61.04, Mecklenburg County, North Carolina",2075,1728,116,0,0,0,230,0.11084337,48eb184e-33ae-44c4-9d3d-e3f50bb6fd99,58364246.2601929,33820.0812736732
4258,37,119,001917,2,371190019172,Block Group 2,0016216,"Block Group 2, Census Tract 19.17, Mecklenburg County, North Carolina",963,698,150,3,0,8,593,0.61578401,bc4ab5f8-994c-404a-9e33-032c5ed7cec5,19098507.9185791,21284.2541961247
4259,37,119,005845,1,371190058451,Block Group 1,0016575,"Block Group 1, Census Tract 58.45, Mecklenburg County, North Carolina",534,498,12,9,0,0,82,0.15355805,4cf8866d-4576-44ce-9682-b86fd0c57778,10716376.6536865,19145.7055059459
4260,37,119,001608,2,371190016082,Block Group 2,0016183,"Block Group 2, Census Tract 16.08, Mecklenburg County, North Carolina",616,505,191,7,0,11,308,0.5,309f8f02-bd63-4018-9727-1f5ff603823b,9942880.36816406,15345.7411849402
4261,37,119,005837,4,371190058374,Block Group 4,0016559,"Block Group 4, Census Tract 58.37, Mecklenburg County, North Carolina",1010,776,0,0,0,0,16,0.01584158,460f8a75-5421-4bcd-9ddb-f3363ba40f1b,17872325.7153931,18765.6543583243
4262,37,119,001200,2,371190012002,Block Group 2,0016155,"Block Group 2, Census Tract 12, Mecklenburg County, North Carolina",674,357,189,11,0,0,421,0.62462908,b9dc96f0-1a5e-4d3e-bc69-7a8b27fa96a7,8528629.43054199,13231.2840887471
4263,37,119,001911,1,371190019111,Block Group 1,0016200,"Block Group 1, Census Tract 19.11, Mecklenburg County, North Carolina",742,459,219,17,0,26,366,0.49326146,14e1ddc1-50a6-4eb3-8007-796ba04e05b6,10350567.0276489,15298.3685754968
4264,37,119,005830,2,371190058302,Block Group 2,0016543,"Block Group 2, Census Tract 58.30, Mecklenburg County, North Carolina",1400,1412,123,27,0,18,207,0.14785714,824d4c86-db10-4b7d-8900-6e5837fb6a00,23632344.8635254,27513.9014332396
4265,37,119,005817,2,371190058172,Block Group 2,0016526,"Block Group 2, Census Tract 58.17, Mecklenburg County, North Carolina",1292,1356,22,0,0,0,110,0.08513932,6b89e3d7-e06c-47ef-ae55-80a484a46463,29435640.7749634,23981.4665625424
4266,37,119,006403,3,371190064033,Block Group 3,0016673,"Block Group 3, Census Tract 64.03, Mecklenburg County, North Carolina",635,563,16,0,44,20,149,0.23464567,55ad83ee-992c-4616-a26d-79868604d473,41387228.4954834,31317.7985715997
4267,37,119,980100,1,371199801001,Block Group 1,0016683,"Block Group 1, Census Tract 9801, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,,f41b34f7-3f62-4123-a43f-ccdf32f97306,165895778.294434,53456.2591590131
4268,37,119,005709,2,371190057092,Block Group 2,0016497,"Block Group 2, Census Tract 57.09, Mecklenburg County, North Carolina",1013,952,117,1,0,0,135,0.13326752,5755e6b7-c530-4e27-8d95-36524896b9f6,21959447.2184448,22937.7714299319
4269,37,119,003008,1,371190030081,Block Group 1,0016286,"Block Group 1, Census Tract 30.08, Mecklenburg County, North Carolina",608,758,104,0,0,20,240,0.39473684,19430e06-c1e9-431f-9fce-7877b7476b05,22082209.8221436,26006.7610941853
4270,37,119,005712,2,371190057122,Block Group 2,0016504,"Block Group 2, Census Tract 57.12, Mecklenburg County, North Carolina",602,645,54,16,0,0,127,0.21096346,ce39abff-15bf-4d82-bbe2-c141fa0ad6ca,43045848.5790405,37500.2534238955
4271,37,119,003013,2,371190030132,Block Group 2,0016297,"Block Group 2, Census Tract 30.13, Mecklenburg County, North Carolina",1285,1077,61,0,0,16,133,0.10350195,4b2af375-2537-4622-8474-8d7da034c98c,30019780.4841309,30047.5053738981
4272,37,119,005909,2,371190059092,Block Group 2,0016593,"Block Group 2, Census Tract 59.09, Mecklenburg County, North Carolina",2103,1847,455,0,0,34,505,0.24013314,5690e8dd-2aad-48e5-8cca-782982698e3b,33351811.4500732,23851.0274052403
4273,37,119,003108,1,371190031081,Block Group 1,0016317,"Block Group 1, Census Tract 31.08, Mecklenburg County, North Carolina",793,586,205,55,0,0,353,0.44514502,b2b413a9-610e-4c6a-93c8-063dd1563806,4445421.54040527,12835.5276281816
4274,37,119,002904,2,371190029042,Block Group 2,0016270,"Block Group 2, Census Tract 29.04, Mecklenburg County, North Carolina",656,463,54,10,0,0,196,0.29878049,6ff7d3c0-e5d3-4a0e-9682-f1702cdccbed,12950110.1721802,15649.2620858047
4275,37,119,005511,1,371190055111,Block Group 1,0016425,"Block Group 1, Census Tract 55.11, Mecklenburg County, North Carolina",369,359,62,0,0,0,132,0.35772358,77869863-60dc-4b5e-a16a-d1c71a682c8d,8229685.00708008,14219.9985402459
4276,37,119,005524,1,371190055241,Block Group 1,0016456,"Block Group 1, Census Tract 55.24, Mecklenburg County, North Carolina",520,294,175,12,0,0,406,0.78076923,5fa58c6c-123d-4191-94c0-70f89ba9a87b,17431308.9682617,16147.1801963944
4277,37,119,005621,2,371190056212,Block Group 2,0016490,"Block Group 2, Census Tract 56.21, Mecklenburg County, North Carolina",364,253,11,9,0,15,71,0.19505495,e2e39f0b-cccd-43f0-ab04-e2ad66a75427,36391421.3606567,26743.042138402
4278,37,119,001923,2,371190019232,Block Group 2,0016230,"Block Group 2, Census Tract 19.23, Mecklenburg County, North Carolina",808,489,117,7,0,0,286,0.3539604,2a5d989f-1f9d-41c8-b30b-e5e0f31ddebc,8883252.72003174,20479.0456260778
4279,37,119,006008,2,371190060082,Block Group 2,0016619,"Block Group 2, Census Tract 60.08, Mecklenburg County, North Carolina",1145,1205,76,0,0,13,96,0.08384279,d999950e-313e-40f3-8d58-e419ecb39b21,24098662.6040039,22789.7329124317
4280,37,119,003017,1,371190030171,Block Group 1,0016304,"Block Group 1, Census Tract 30.17, Mecklenburg County, North Carolina",597,434,144,0,0,8,308,0.5159129,f35f01ac-bb5f-49a3-a1d2-392c653ef61b,8807877.27667236,15251.7677023618
4281,37,119,005711,1,371190057111,Block Group 1,0016500,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",231,183,82,0,0,0,140,0.60606061,35f0ee66-4cf8-4b80-b2ff-a26a8c85149a,20911741.7950439,19691.9704580411
4282,37,119,005837,2,371190058372,Block Group 2,0016557,"Block Group 2, Census Tract 58.37, Mecklenburg County, North Carolina",1009,995,120,38,0,77,373,0.36967294,5be8d1ad-bfbb-4101-bfe0-0ea01896d520,15888002.6216431,18597.6202429028
4283,37,119,005518,1,371190055181,Block Group 1,0016441,"Block Group 1, Census Tract 55.18, Mecklenburg County, North Carolina",1949,1493,26,26,55,0,354,0.18163161,fda3a04e-cd99-47dc-a9ec-3036824e6015,32034415.3278809,26842.5335107098
4284,37,119,001912,1,371190019121,Block Group 1,0016203,"Block Group 1, Census Tract 19.12, Mecklenburg County, North Carolina",1456,1171,382,0,0,17,919,0.63118132,9b8e90ff-7c87-4b4d-9e80-a55ba4a32654,11657315.5571899,21757.1046592404
4285,37,119,005000,1,371190050001,Block Group 1,0016393,"Block Group 1, Census Tract 50, Mecklenburg County, North Carolina",492,399,51,15,6,9,122,0.24796748,ea503685-9c1c-4248-8107-5a4cf163d2f3,4620319.71099854,9562.9625997704
4286,37,119,000400,2,371190004002,Block Group 2,0016138,"Block Group 2, Census Tract 4, Mecklenburg County, North Carolina",904,709,75,162,160,7,308,0.34070796,bd9faf1c-b7e9-46ef-906b-2709f2e7bbb5,3698216.92669678,8191.19229636091
4287,37,119,000100,5,371190001005,Block Group 5,0016135,"Block Group 5, Census Tract 1, Mecklenburg County, North Carolina",438,353,0,0,99,0,147,0.33561644,a9caec1d-7e2d-4c50-a6e5-58dda30a39df,7036154.12017822,11643.9250922502
4288,37,119,001802,2,371190018022,Block Group 2,0016196,"Block Group 2, Census Tract 18.02, Mecklenburg County, North Carolina",1005,848,72,51,25,0,195,0.19402985,74e1c985-2c41-4e56-8a89-bc3712d572b9,17098674.2688599,20423.4981349292
4289,37,119,005812,3,371190058123,Block Group 3,0016520,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",1148,996,33,40,44,66,190,0.16550523,4bcaceab-9b99-41a9-a933-fcbae6ee26c0,23213065.4527588,20453.8703047838
4290,37,119,003903,1,371190039031,Block Group 1,0016359,"Block Group 1, Census Tract 39.03, Mecklenburg County, North Carolina",163,156,14,26,22,5,64,0.39263804,68f8b027-72b5-434f-9158-ceed0730398f,29652570.3416748,24370.2037050405
4291,37,119,001504,1,371190015041,Block Group 1,0016162,"Block Group 1, Census Tract 15.04, Mecklenburg County, North Carolina",1571,945,299,79,0,15,1173,0.74665818,b0cb552a-801a-4e68-834a-452556226547,15262261.1133423,17994.0372297434
4292,37,119,001801,3,371190018013,Block Group 3,0016194,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",361,298,27,5,0,0,80,0.22160665,8cd73d24-1565-4718-a157-6aca39de7fcf,5935682.09338379,13254.802459687
4293,37,119,001504,2,371190015042,Block Group 2,0016163,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",682,627,110,16,0,64,175,0.25659824,73fd2b50-590f-4d56-a37e-062aa6c39601,12707649.2044678,15665.0663831711
4294,37,119,003011,5,371190030115,Block Group 5,0016293,"Block Group 5, Census Tract 30.11, Mecklenburg County, North Carolina",595,619,32,0,0,0,42,0.07058824,38593360-cfac-45bc-9cae-c5da413e0177,12794467.3950806,17498.6158161386
4295,37,119,002906,2,371190029062,Block Group 2,0016277,"Block Group 2, Census Tract 29.06, Mecklenburg County, North Carolina",849,842,77,44,0,38,180,0.21201413,b98a23cd-ff66-4aa6-b7ce-a2d9f79c1316,13632767.8873291,18186.9757748175
4296,37,119,000800,2,371190008002,Block Group 2,0016146,"Block Group 2, Census Tract 8, Mecklenburg County, North Carolina",328,297,11,26,41,7,74,0.22560976,5c089f4f-71c5-4e7d-b691-27a29b2368a4,3909473.08953857,8424.95877530588
4297,37,119,002500,2,371190025002,Block Group 2,0016255,"Block Group 2, Census Tract 25, Mecklenburg County, North Carolina",429,346,18,27,36,30,130,0.3030303,41cae528-7247-4427-b4a1-fb7595d7cd0b,10587047.2651978,13404.6590083176
4298,37,119,005401,1,371190054011,Block Group 1,0016411,"Block Group 1, Census Tract 54.01, Mecklenburg County, North Carolina",1196,1064,43,51,0,0,132,0.11036789,8d8d3594-39ee-4569-be52-409ca31cd752,44936481.3699951,33132.1758292003
4299,37,119,006204,1,371190062041,Block Group 1,0016643,"Block Group 1, Census Tract 62.04, Mecklenburg County, North Carolina",539,513,23,25,0,0,25,0.04638219,2f81fde8-1251-4693-ac4d-64ebb46fec5b,107832231.701721,46853.0442205361
4300,37,119,001910,1,371190019101,Block Group 1,0016197,"Block Group 1, Census Tract 19.10, Mecklenburg County, North Carolina",1244,605,450,146,10,37,892,0.7170418,548bd753-6613-4021-bab3-be63ccf6d10f,10211848.3182373,20616.4059232495
4301,37,119,006010,2,371190060102,Block Group 2,0016623,"Block Group 2, Census Tract 60.10, Mecklenburg County, North Carolina",684,776,123,9,0,156,206,0.30116959,7dc5444a-9cd7-45c3-ae6c-509c82007528,27230707.5595703,21250.6747262981
4302,37,119,003400,4,371190034004,Block Group 4,0016334,"Block Group 4, Census Tract 34, Mecklenburg County, North Carolina",620,744,24,28,28,0,21,0.03387097,35a72428-1782-43a5-baca-108b52c90c6e,7636640.93994141,15535.1256871423
